epoch,learning_rate,epoch_seconds,elapsed_seconds,train_total,train_temperature,train_logF,train_retention,train_physics,train_trajectory_F,train_initial,train_continuity,train_selection_score,validation_total,validation_temperature,validation_logF,validation_retention,validation_physics,validation_trajectory_F,validation_initial,validation_continuity,validation_selection_score
1,0.0010000000474974513,110.8482503080013,110.84825341000396,3.6074113845825195,0.48921486735343933,0.15817196667194366,0.10732843726873398,4.704568862915039,4.825450420379639,0.048821333795785904,0.06314802914857864,2.468379020690918,0.28370213508605957,0.016320733353495598,0.04001009091734886,0.1909829080104828,0.039255209267139435,0.07617177814245224,0.0012102158507332206,0.0031900848262012005,1.0852346420288086
2,0.0010000000474974513,24.811202374999993,135.6595227200014,0.0942818894982338,0.010347073897719383,0.019895359873771667,0.025753896683454514,0.055384114384651184,0.06581928580999374,0.000586403941269964,0.0018778351368382573,0.6972521543502808,0.06373757869005203,0.006203815806657076,0.010384253226220608,0.012698871083557606,0.056282371282577515,0.04284851998090744,0.00027023424627259374,0.0007862250786274672,0.5573455095291138
3,0.0010000000474974513,24.83281530800741,160.49235194000357,0.04194651171565056,0.005842183716595173,0.005614574532955885,0.006854921579360962,0.035360291600227356,0.03581061586737633,0.00030788357253186405,0.0008171994122676551,0.4577186703681946,0.023405829444527626,0.0035378262400627136,0.0034335674718022346,0.002573656616732478,0.020548680797219276,0.01961013302206993,0.00021106698841322213,0.00027507953927852213,0.3435880243778229
4,0.0010000000474974513,24.8449341020023,185.33730390301207,0.023521780967712402,0.003545384155586362,0.0030123686883598566,0.0031046231742948294,0.02053770236670971,0.019470226019620895,0.00017536246741656214,0.00027631231932900846,0.33498623967170715,0.019508767873048782,0.002872808137908578,0.003184607485309243,0.009005328640341759,0.0030772227328270674,0.004068732261657715,0.00019900033657904714,0.0001470288698328659,0.28068676590919495
5,0.0010000000474974513,24.901463443995453,210.23878069200146,0.01299193874001503,0.0027313968166708946,0.0022384878247976303,0.003539732890203595,0.003449138253927231,0.0047970907762646675,0.00011765173985622823,0.00014586395991500467,0.23471277952194214,0.009000011719763279,0.0024233453441411257,0.0012800090480595827,0.0014115538215264678,0.002893229015171528,0.004014123231172562,6.429810309782624e-05,8.714138675713912e-05,0.19738151133060455
6,0.0010000000474974513,24.873190621001413,235.11204130201077,0.00720025273039937,0.001839130069129169,0.001014312612824142,0.0013766662450507283,0.002227310324087739,0.00296286353841424,7.275812822626904e-05,0.0001008116450975649,0.17049187421798706,0.00699990289285779,0.0017709053354337811,0.0019098431803286076,0.0006135639850981534,0.0018308555008843541,0.0036562576424330473,8.465643622912467e-05,0.00010790833039209247,0.1801701933145523
7,0.0010000000474974513,24.807016552993446,259.9190925639996,0.008111268281936646,0.0017540112603455782,0.0013758573913946748,0.0017999132396653295,0.002823052927851677,0.0037927532102912664,6.834070518380031e-05,9.11414172151126e-05,0.18889163434505463,0.00887348037213087,0.0015871130162850022,0.0015730095328763127,0.002329811919480562,0.00353840459138155,0.006417826749384403,8.727569365873933e-05,0.00018503335013519973,0.2207043617963791
8,0.0010000000474974513,24.83660447000875,284.75571588100865,0.00929359719157219,0.0015169091057032347,0.0013263254659250379,0.003332780906930566,0.0031709333416074514,0.0037574642337858677,6.775937072234228e-05,8.42927474877797e-05,0.20011843740940094,0.008803732693195343,0.0012884739553555846,0.001036312198266387,0.003967015538364649,0.002411668188869953,0.0029538024682551622,9.96834714896977e-05,7.65532604418695e-05,0.19426509737968445
9,0.0010000000474974513,24.90764101500099,309.6633789930056,0.008808345533907413,0.0013992999447509646,0.0010750258807092905,0.0027462663128972054,0.004348915070295334,0.004961983300745487,6.800196570111439e-05,7.197162631200626e-05,0.1950692981481552,0.0067212022840976715,0.001219774829223752,0.0006678759236820042,0.0005411687307059765,0.006112683564424515,0.005465409718453884,9.001832222566009e-05,7.264405576279387e-05,0.17550122737884521
10,0.0010000000474974513,24.888906264997786,334.5522995610081,0.005769839510321617,0.0012845071032643318,0.0008090847986750305,0.0005614337278530002,0.0036396083887666464,0.0034271657932549715,4.982430618838407e-05,5.518936086446047e-05,0.1532077044248581,0.005526120774447918,0.0019927516113966703,0.0007334293914027512,0.0002832307945936918,0.0010330681689083576,0.0013883825158700347,3.159730840707198e-05,4.2634223063942045e-05,0.1321113556623459
