epoch,learning_rate,epoch_seconds,elapsed_seconds,train_total,train_temperature,train_logF,train_retention,train_physics,train_trajectory_F,train_initial,train_continuity,train_selection_score,validation_total,validation_temperature,validation_logF,validation_retention,validation_physics,validation_trajectory_F,validation_initial,validation_continuity,validation_selection_score
1,0.0010000000474974513,118.9190872800009,118.9190904499992,2.151437997817993,0.4641047418117523,0.10196606814861298,0.0974544957280159,2.747622489929199,2.7399654388427734,0.05261645093560219,0.06874355673789978,2.0327134132385254,0.1244366466999054,0.01644657552242279,0.023549621924757957,0.01756426878273487,0.08616301417350769,0.10329586267471313,0.00044342566980049014,0.002006969414651394,0.8038632273674011
2,0.0010000000474974513,32.43461013399974,151.3537739129988,0.0388033501803875,0.00794203020632267,0.00722798565402627,0.009437359869480133,0.013644305057823658,0.01766984537243843,0.00029645676841028035,0.0011618367861956358,0.40358978509902954,0.039695512503385544,0.004790116101503372,0.005142745561897755,0.016770940274000168,0.015587978065013885,0.015338004566729069,0.00016719814448151737,0.0003825511666946113,0.42207786440849304
3,0.0010000000474974513,32.436329414000284,183.79012154500015,0.01892620511353016,0.004024206660687923,0.002760976320132613,0.004958495032042265,0.008757133968174458,0.010446068830788136,0.0001366550277452916,0.00029322109185159206,0.29962557554244995,0.034475646913051605,0.00616432586684823,0.005584806203842163,0.003838686039671302,0.02653607167303562,0.020646285265684128,0.0001583449775353074,0.0001914861932164058,0.39704227447509766
4,0.0010000000474974513,32.518157065000196,216.30829530899973,0.014169932343065739,0.0033642330672591925,0.0019846719224005938,0.0033382601104676723,0.006937741301953793,0.0077037508599460125,0.00010911960271187127,0.0001831346598919481,0.2501256763935089,0.01002245582640171,0.002023964887484908,0.0013608462177217007,0.0009651290019974113,0.008590060286223888,0.007792352233082056,5.9864283684873953e-05,0.00010653884964995086,0.22231461107730865
5,0.0010000000474974513,32.633916655000576,248.94223090099877,0.007445489056408405,0.0022345627658069134,0.0009954869747161865,0.0016271888744086027,0.003149278461933136,0.0035974078346043825,5.58487736270763e-05,0.00012540364696178585,0.1842564046382904,0.00547185679897666,0.0018500876612961292,0.0006861508591100574,0.0008713395800441504,0.002730871085077524,0.003743664361536503,3.7986777897458524e-05,8.893404447007924e-05,0.17030727863311768
6,0.0010000000474974513,32.47113938199982,281.4134413319989,0.006718858145177364,0.001842477242462337,0.0008564643794670701,0.0010054234880954027,0.004281377885490656,0.0044543324038386345,4.946444823872298e-05,0.00012394294026307762,0.17767830193042755,0.004351404495537281,0.0017335244920104742,0.00044936322956345975,0.0014403766253963113,0.0005353192682377994,0.0007278453558683395,3.202387597411871e-05,7.91513011790812e-05,0.1308612823486328
7,0.0010000000474974513,32.528579048999745,313.9420371590004,0.008507384918630123,0.0018446729518473148,0.00129786878824234,0.0023738122545182705,0.0033607464283704758,0.003245146479457617,5.008090374758467e-05,7.781623571645468e-05,0.18623827397823334,0.026928620412945747,0.0026139498222619295,0.0019354179967194796,0.002887254348024726,0.03506431728601456,0.026296017691493034,6.110218237154186e-05,0.00018312201427761465,0.3560897707939148
8,0.0010000000474974513,32.67720326400013,346.6192544259993,0.021073155105113983,0.0036548522766679525,0.003255438758060336,0.004623736720532179,0.012415874749422073,0.012254364788532257,0.00010504890087759122,0.0006523438496515155,0.2907419204711914,0.014169513247907162,0.0016697226092219353,0.005074911750853062,0.0015065149636939168,0.0016641956754028797,0.006153630558401346,2.9597886168630794e-05,8.393860480282456e-05,0.23622384667396545
9,0.0010000000474974513,32.55444917599925,379.17371679699863,0.006074599456042051,0.0015853254590183496,0.001108083757571876,0.0016293773660436273,0.001269958564080298,0.0018167708767578006,3.0359824449988082e-05,5.715034421882592e-05,0.15425756573677063,0.0046008857898414135,0.0011841394007205963,0.0006345341098494828,0.0008513068314641714,0.0025795381516218185,0.002652051392942667,2.8076772650820203e-05,3.794262738665566e-05,0.14987511932849884
10,0.0010000000474974513,32.62560672499967,411.7993369019987,0.005384246818721294,0.0014637891435995698,0.0009705066913738847,0.0010673138312995434,0.0018083432223647833,0.0019535240717232227,2.682106787688099e-05,5.277295349515043e-05,0.14566920697689056,0.01251225546002388,0.0015900878934189677,0.0019392723916098475,0.00662838714197278,0.000808960001450032,0.0019801659509539604,3.766786176129244e-05,6.990419933572412e-05,0.21375684440135956
